State,StateCode,DistrictName,DistrictCode,Latitude,Longitude
Uttar Pradesh,UP,Amroha,154,26.8467,80.9462
Uttar Pradesh,UP,Auraiya,122,26.8467,80.9462
Uttar Pradesh,UP,Ayodhya,140,26.8467,80.9462
Uttar Pradesh,UP,Azamgarh,123,26.8467,80.9462
Uttar Pradesh,UP,Baghpat,124,26.8467,80.9462
Uttar Pradesh,UP,Bahraich,125,26.8467,80.9462
Uttar Pradesh,UP,Ballia,126,26.8467,80.9462
Uttar Pradesh,UP,Balrampur,127,23.60791,83.61888
Uttar Pradesh,UP,Banda,128,21.64481,69.62102
Uttar Pradesh,UP,Barabanki,129,26.8467,80.9462
Uttar Pradesh,UP,Bareilly,130,26.8467,80.9462
Uttar Pradesh,UP,Basti,131,26.8467,80.9462
Uttar Pradesh,UP,Bhadohi,179,26.8467,80.9462
Uttar Pradesh,UP,Bijnor,132,26.8467,80.9462
Uttar Pradesh,UP,Budaun,133,26.8467,80.9462
Uttar Pradesh,UP,Bulandshahr,134,26.8467,80.9462
Uttar Pradesh,UP,Chandauli,135,26.8467,80.9462
Uttar Pradesh,UP,Chitrakoot,136,26.8467,80.9462
Uttar Pradesh,UP,Deoria,137,26.8467,80.9462
Uttar Pradesh,UP,Etah,138,26.8467,80.9462
Uttar Pradesh,UP,Etawah,139,26.8467,80.9462
Uttar Pradesh,UP,Farrukhabad,141,26.8467,80.9462
Uttar Pradesh,UP,Fatehpur,142,26.8467,80.9462
Uttar Pradesh,UP,Firozabad,143,26.8467,80.9462
Uttar Pradesh,UP,Gautam Buddha Nagar,144,26.8467,80.9462
Uttar Pradesh,UP,Ghaziabad,145,26.8467,80.9462
Uttar Pradesh,UP,Ghazipur,146,26.8467,80.9462
Uttar Pradesh,UP,Gonda,147,26.8467,80.9462
Uttar Pradesh,UP,Gorakhpur,148,26.7606,83.3732
Uttar Pradesh,UP,Hamirpur,149,31.66771971,76.52647792
Uttar Pradesh,UP,Hapur,661,8.50525,76.95144
Uttar Pradesh,UP,Hardoi,150,26.8467,80.9462
Uttar Pradesh,UP,Hathras,163,26.8467,80.9462
Uttar Pradesh,UP,Jalaun,151,26.8467,80.9462
Uttar Pradesh,UP,Jaunpur,152,26.8467,80.9462
Uttar Pradesh,UP,Jhansi,153,26.8467,80.9462
Uttar Pradesh,UP,Kannauj,155,26.8467,80.9462
Uttar Pradesh,UP,Kanpur Dehat,156,26.8467,80.9462
Uttar Pradesh,UP,Kanpur Nagar,157,26.8467,80.9462
Uttar Pradesh,UP,Kasganj,633,26.8467,80.9462
Uttar Pradesh,UP,Kaushambi,158,26.8467,80.9462
Uttar Pradesh,UP,Kheri,159,26.8467,80.9462
Uttar Pradesh,UP,Kushi Nagar,160,26.8467,80.9462
Uttar Pradesh,UP,Lalitpur,161,26.8467,80.9462
Uttar Pradesh,UP,Lucknow,162,26.8467,80.9462
Uttar Pradesh,UP,Maharajganj,164,26.8467,80.9462
Uttar Pradesh,UP,Mahoba,165,26.8467,80.9462
Uttar Pradesh,UP,Mainpuri,166,26.8467,80.9462
Uttar Pradesh,UP,Mathura,167,26.8467,80.9462
Uttar Pradesh,UP,Mau,168,30.66672821,77.43110009
Uttar Pradesh,UP,Meerut,169,26.8467,80.9462
Uttar Pradesh,UP,Mirzapur,170,26.8467,80.9462
Uttar Pradesh,UP,Moradabad,171,26.8467,80.9462
Uttar Pradesh,UP,Muzaffarnagar,172,26.8467,80.9462
Uttar Pradesh,UP,Pilibhit,173,26.8467,80.9462
Uttar Pradesh,UP,Pratapgarh,174,26.8467,80.9462
Uttar Pradesh,UP,Prayagraj,120,26.8467,80.9462
Uttar Pradesh,UP,Rae Bareli,175,26.8467,80.9462
Uttar Pradesh,UP,Rampur,176,23.60791,83.61888
Uttar Pradesh,UP,Saharanpur,177,26.8467,80.9462
Uttar Pradesh,UP,Sambhal,659,26.8467,80.9462
Uttar Pradesh,UP,Sant Kabeer Nagar,178,26.8467,80.9462
Uttar Pradesh,UP,Shahjahanpur,180,26.8467,80.9462
Uttar Pradesh,UP,Shamli,660,26.8467,80.9462
Uttar Pradesh,UP,Shravasti,181,26.8467,80.9462
Uttar Pradesh,UP,Siddharth Nagar,182,22.59529,75.30061
Uttar Pradesh,UP,Sitapur,183,26.8467,80.9462
Uttar Pradesh,UP,Sonbhadra,184,26.8467,80.9462
Uttar Pradesh,UP,Sultanpur,185,26.8467,80.9462
Uttar Pradesh,UP,Unnao,186,26.8467,80.9462
Uttar Pradesh,UP,Varanasi,187,26.8467,80.9462
West Bengal,WB,24 Paraganas North,303,22.5726,88.3639
West Bengal,WB,24 Paraganas South,304,22.5726,88.3639
West Bengal,WB,Alipurduar,664,22.5726,88.3639
West Bengal,WB,Bankura,305,22.5726,88.3639
West Bengal,WB,Birbhum,307,22.5726,88.3639
West Bengal,WB,Coochbehar,308,22.5726,88.3639
West Bengal,WB,Darjeeling,309,22.5726,88.3639
West Bengal,WB,Dinajpur Dakshin,310,22.5726,88.3639
West Bengal,WB,Dinajpur Uttar,311,22.5726,88.3639
West Bengal,WB,Hooghly,312,22.5726,88.3639
West Bengal,WB,Howrah,313,22.5726,88.3639
West Bengal,WB,Jalpaiguri,314,22.5726,88.3639
West Bengal,WB,Jhargram,703,22.5726,88.3639
West Bengal,WB,Kalimpong,702,22.5726,88.3639
West Bengal,WB,Kolkata,315,22.5726,88.3639
West Bengal,WB,Maldah,316,22.5726,88.3639
West Bengal,WB,Medinipur East,317,22.5726,88.3639
West Bengal,WB,Medinipur West,318,22.5726,88.3639
West Bengal,WB,Murshidabad,319,22.5726,88.3639
West Bengal,WB,Nadia,320,22.5726,88.3639
West Bengal,WB,Paschim Bardhaman,704,22.5726,88.3639
West Bengal,WB,Purba Bardhaman,306,22.5726,88.3639
West Bengal,WB,Purulia,321,22.5726,88.3639
